group_id,scope,identity_fields,identity_key,ts_code,trade_date,category,row_count,category_values,request_idx_type_values,differing_business_fields
explicit_idx_type-000154,explicit_idx_type,"ts_code,trade_date",BK0730.DC|20250115,BK0730.DC,20250115,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000155,explicit_idx_type,"ts_code,trade_date",BK0730.DC|20250116,BK0730.DC,20250116,,2,概念板块 | 行业板块,概念板块 | 行业板块,"vol,turnover_rate"
explicit_idx_type-000156,explicit_idx_type,"ts_code,trade_date",BK0730.DC|20250117,BK0730.DC,20250117,,2,概念板块 | 行业板块,概念板块 | 行业板块,turnover_rate
explicit_idx_type-000157,explicit_idx_type,"ts_code,trade_date",BK0730.DC|20250120,BK0730.DC,20250120,,2,概念板块 | 行业板块,概念板块 | 行业板块,turnover_rate
explicit_idx_type-000158,explicit_idx_type,"ts_code,trade_date",BK0730.DC|20250121,BK0730.DC,20250121,,2,概念板块 | 行业板块,概念板块 | 行业板块,turnover_rate
explicit_idx_type-000159,explicit_idx_type,"ts_code,trade_date",BK0730.DC|20250122,BK0730.DC,20250122,,2,概念板块 | 行业板块,概念板块 | 行业板块,turnover_rate
explicit_idx_type-000160,explicit_idx_type,"ts_code,trade_date",BK0730.DC|20250123,BK0730.DC,20250123,,2,概念板块 | 行业板块,概念板块 | 行业板块,turnover_rate
explicit_idx_type-000161,explicit_idx_type,"ts_code,trade_date",BK0730.DC|20250124,BK0730.DC,20250124,,2,概念板块 | 行业板块,概念板块 | 行业板块,turnover_rate
explicit_idx_type-000162,explicit_idx_type,"ts_code,trade_date",BK0730.DC|20250127,BK0730.DC,20250127,,2,概念板块 | 行业板块,概念板块 | 行业板块,turnover_rate
explicit_idx_type-000163,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250102,BK0733.DC,20250102,,2,概念板块 | 行业板块,概念板块 | 行业板块,"vol,turnover_rate"
explicit_idx_type-000164,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250103,BK0733.DC,20250103,,2,概念板块 | 行业板块,概念板块 | 行业板块,"vol,turnover_rate"
explicit_idx_type-000165,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250106,BK0733.DC,20250106,,2,概念板块 | 行业板块,概念板块 | 行业板块,"vol,turnover_rate"
explicit_idx_type-000166,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250107,BK0733.DC,20250107,,2,概念板块 | 行业板块,概念板块 | 行业板块,"vol,turnover_rate"
explicit_idx_type-000167,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250108,BK0733.DC,20250108,,2,概念板块 | 行业板块,概念板块 | 行业板块,"vol,turnover_rate"
explicit_idx_type-000168,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250109,BK0733.DC,20250109,,2,概念板块 | 行业板块,概念板块 | 行业板块,turnover_rate
explicit_idx_type-000169,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250110,BK0733.DC,20250110,,2,概念板块 | 行业板块,概念板块 | 行业板块,turnover_rate
explicit_idx_type-000170,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250113,BK0733.DC,20250113,,2,概念板块 | 行业板块,概念板块 | 行业板块,turnover_rate
explicit_idx_type-000171,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250114,BK0733.DC,20250114,,2,概念板块 | 行业板块,概念板块 | 行业板块,turnover_rate
explicit_idx_type-000172,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250115,BK0733.DC,20250115,,2,概念板块 | 行业板块,概念板块 | 行业板块,turnover_rate
explicit_idx_type-000173,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250116,BK0733.DC,20250116,,2,概念板块 | 行业板块,概念板块 | 行业板块,"vol,turnover_rate"
explicit_idx_type-000174,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250117,BK0733.DC,20250117,,2,概念板块 | 行业板块,概念板块 | 行业板块,"vol,turnover_rate"
explicit_idx_type-000175,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250120,BK0733.DC,20250120,,2,概念板块 | 行业板块,概念板块 | 行业板块,"vol,turnover_rate"
explicit_idx_type-000176,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250121,BK0733.DC,20250121,,2,概念板块 | 行业板块,概念板块 | 行业板块,"vol,turnover_rate"
explicit_idx_type-000177,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250122,BK0733.DC,20250122,,2,概念板块 | 行业板块,概念板块 | 行业板块,"vol,turnover_rate"
explicit_idx_type-000178,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250123,BK0733.DC,20250123,,2,概念板块 | 行业板块,概念板块 | 行业板块,"vol,turnover_rate"
explicit_idx_type-000179,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250124,BK0733.DC,20250124,,2,概念板块 | 行业板块,概念板块 | 行业板块,"vol,turnover_rate"
explicit_idx_type-000180,explicit_idx_type,"ts_code,trade_date",BK0733.DC|20250127,BK0733.DC,20250127,,2,概念板块 | 行业板块,概念板块 | 行业板块,turnover_rate
explicit_idx_type-000181,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250102,BK1017.DC,20250102,,2,概念板块 | 行业板块,概念板块 | 行业板块,vol
explicit_idx_type-000182,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250103,BK1017.DC,20250103,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000183,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250106,BK1017.DC,20250106,,2,概念板块 | 行业板块,概念板块 | 行业板块,vol
explicit_idx_type-000184,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250107,BK1017.DC,20250107,,2,概念板块 | 行业板块,概念板块 | 行业板块,"vol,turnover_rate"
explicit_idx_type-000185,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250108,BK1017.DC,20250108,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000186,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250109,BK1017.DC,20250109,,2,概念板块 | 行业板块,概念板块 | 行业板块,vol
explicit_idx_type-000187,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250110,BK1017.DC,20250110,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000188,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250113,BK1017.DC,20250113,,2,概念板块 | 行业板块,概念板块 | 行业板块,vol
explicit_idx_type-000189,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250114,BK1017.DC,20250114,,2,概念板块 | 行业板块,概念板块 | 行业板块,vol
explicit_idx_type-000190,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250115,BK1017.DC,20250115,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000191,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250116,BK1017.DC,20250116,,2,概念板块 | 行业板块,概念板块 | 行业板块,vol
explicit_idx_type-000192,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250117,BK1017.DC,20250117,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000193,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250120,BK1017.DC,20250120,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000194,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250121,BK1017.DC,20250121,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000195,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250122,BK1017.DC,20250122,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000196,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250123,BK1017.DC,20250123,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000197,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250124,BK1017.DC,20250124,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000198,explicit_idx_type,"ts_code,trade_date",BK1017.DC|20250127,BK1017.DC,20250127,,2,概念板块 | 行业板块,概念板块 | 行业板块,vol
explicit_idx_type-000199,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250102,BK1029.DC,20250102,,2,概念板块 | 行业板块,概念板块 | 行业板块,vol
explicit_idx_type-000200,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250103,BK1029.DC,20250103,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000201,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250106,BK1029.DC,20250106,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000202,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250107,BK1029.DC,20250107,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000203,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250108,BK1029.DC,20250108,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000204,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250109,BK1029.DC,20250109,,2,概念板块 | 行业板块,概念板块 | 行业板块,vol
explicit_idx_type-000205,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250110,BK1029.DC,20250110,,2,概念板块 | 行业板块,概念板块 | 行业板块,vol
explicit_idx_type-000206,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250113,BK1029.DC,20250113,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000207,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250114,BK1029.DC,20250114,,2,概念板块 | 行业板块,概念板块 | 行业板块,"vol,turnover_rate"
explicit_idx_type-000208,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250115,BK1029.DC,20250115,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000209,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250116,BK1029.DC,20250116,,2,概念板块 | 行业板块,概念板块 | 行业板块,vol
explicit_idx_type-000210,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250117,BK1029.DC,20250117,,2,概念板块 | 行业板块,概念板块 | 行业板块,turnover_rate
explicit_idx_type-000211,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250120,BK1029.DC,20250120,,2,概念板块 | 行业板块,概念板块 | 行业板块,vol
explicit_idx_type-000212,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250121,BK1029.DC,20250121,,2,概念板块 | 行业板块,概念板块 | 行业板块,vol
explicit_idx_type-000213,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250122,BK1029.DC,20250122,,2,概念板块 | 行业板块,概念板块 | 行业板块,vol
explicit_idx_type-000214,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250123,BK1029.DC,20250123,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000215,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250124,BK1029.DC,20250124,,2,概念板块 | 行业板块,概念板块 | 行业板块,
explicit_idx_type-000216,explicit_idx_type,"ts_code,trade_date",BK1029.DC|20250127,BK1029.DC,20250127,,2,概念板块 | 行业板块,概念板块 | 行业板块,
